Snack Name,Brand,Snack Category,Snack Type,Plant-Based,Units Sold (in Millions),Revenue (in Millions)
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.35,15.72
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.24,10.52
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.56,6.9
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.9,14.96
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.55,5.95
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.46,5.84
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.68,8.78
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.55,8.8
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.53,16.65
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.5,19.02
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.35,15.02
Snickers,Mars,Chocolate,Sweet,No,13.52,12.42
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.54,6.0
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.3,3.71
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.89,18.05
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.59,6.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.97,9.88
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.73,19.07
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.69,13.11
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.59,7.48
Snickers,Mars,Chocolate,Sweet,No,5.94,5.2
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.85,15.4
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.56,6.61
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.14,12.16
Snickers,Mars,Chocolate,Sweet,No,10.01,9.28
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.52,6.43
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.77,13.87
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.82,6.82
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.53,7.81
Snickers,Mars,Chocolate,Sweet,No,14.94,13.3
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.94,10.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.02,12.12
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.98,14.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.34,13.19
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.26,6.06
Snickers,Mars,Chocolate,Sweet,No,16.22,13.07
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.76,7.43
Snickers,Mars,Chocolate,Sweet,No,13.58,12.77
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.24,5.99
Snickers,Mars,Chocolate,Sweet,No,8.13,7.27
Snickers,Mars,Chocolate,Sweet,No,8.73,7.92
Snickers,Mars,Chocolate,Sweet,No,11.77,9.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.03,8.13
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.55,10.82
Snickers,Mars,Chocolate,Sweet,No,9.66,9.2
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.99,10.29
Snickers,Mars,Chocolate,Sweet,No,8.47,8.09
Snickers,Mars,Chocolate,Sweet,No,10.37,8.73
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.37,7.85
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.3,9.26
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.59,18.13
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.94,10.13
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.04,8.9
Snickers,Mars,Chocolate,Sweet,No,11.38,9.85
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.98,11.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.9,12.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.45,7.54
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.6,9.6
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.31,12.68
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,15.0,13.13
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.61,11.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.66,11.2
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.18,18.01
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.94,12.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.95,8.48
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.76,10.19
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.24,7.38
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.15,15.69
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.74,16.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.95,17.56
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.6,17.4
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.45,11.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.71,12.4
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.28,13.32
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.0,9.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.73,14.19
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.35,10.12
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.62,10.27
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.92,11.65
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.32,12.06
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.51,18.22
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.52,11.91
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,18.01,22.96
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.17,12.5
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.91,6.43
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.54,10.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.35,11.43
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.42,10.13
Snickers,Mars,Chocolate,Sweet,No,9.49,8.93
Snickers,Mars,Chocolate,Sweet,No,8.01,7.66
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.58,12.23
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.61,6.69
Snickers,Mars,Chocolate,Sweet,No,10.06,9.12
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.06,13.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.14,8.82
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,14.13,17.09
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.39,11.15
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.58,16.96
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.99,15.83
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.89,8.97
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.63,8.29
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,13.35,13.22
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.53,6.64
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.32,10.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.02,8.36
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.21,7.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.1,15.05
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.55,7.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.24,11.97
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.88,12.52
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.69,7.86
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.06,9.36
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.55,11.79
Snickers,Mars,Chocolate,Sweet,No,12.1,10.1
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.72,11.53
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.37,14.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.36,14.13
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.34,7.41
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.78,11.26
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.87,14.12
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.49,14.15
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.25,11.74
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,14.1,14.9
Snickers,Mars,Chocolate,Sweet,No,13.41,10.98
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.4,8.94
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.68,5.21
Snickers,Mars,Chocolate,Sweet,No,13.18,12.96
Snickers,Mars,Chocolate,Sweet,No,12.94,11.08
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.88,20.29
Snickers,Mars,Chocolate,Sweet,No,8.65,7.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.74,8.05
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.99,10.05
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.2,8.01
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.92,8.51
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.08,12.44
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.59,7.73
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.37,7.56
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.82,11.33
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.47,10.75
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.96,7.38
Snickers,Mars,Chocolate,Sweet,No,9.26,8.05
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.44,10.87
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.43,12.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.64,9.8
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.56,5.98
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.52,9.7
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,16.17,21.05
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.8,10.86
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.09,9.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.32,13.04
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.37,11.54
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.06,9.82
Snickers,Mars,Chocolate,Sweet,No,13.65,12.65
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.92,16.55
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.92,15.82
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.35,6.57
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.15,8.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.92,10.34
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.35,10.47
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.73,9.67
Snickers,Mars,Chocolate,Sweet,No,12.7,10.73
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.93,9.78
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.86,7.86
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.16,10.84
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.43,8.89
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.18,9.09
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.68,12.96
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.33,14.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.09,9.0
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.73,8.56
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.68,11.81
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.81,12.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.67,8.63
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.93,22.13
Snickers,Mars,Chocolate,Sweet,No,11.08,9.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.58,12.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.28,5.85
Snickers,Mars,Chocolate,Sweet,No,12.81,11.28
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.83,6.42
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.68,6.65
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.56,17.43
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.51,10.23
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.62,14.02
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.49,8.59
Snickers,Mars,Chocolate,Sweet,No,12.38,11.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.1,8.91
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.75,13.65
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.14,7.57
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.81,16.86
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.52,10.98
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.2,9.55
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.63,7.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.89,9.6
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.28,9.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.85,14.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.96,13.74
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.86,16.98
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.28,7.76
Snickers,Mars,Chocolate,Sweet,No,11.16,10.5
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.99,13.68
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.06,6.04
Snickers,Mars,Chocolate,Sweet,No,10.42,9.63
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.88,18.03
Snickers,Mars,Chocolate,Sweet,No,7.34,6.48
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.92,6.13
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.85,6.72
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.11,11.2
Snickers,Mars,Chocolate,Sweet,No,10.2,8.95
Snickers,Mars,Chocolate,Sweet,No,6.57,5.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.9,14.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.96,5.6
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.97,11.73
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,13.9,14.18
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.45,13.43
Snickers,Mars,Chocolate,Sweet,No,10.35,9.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.03,11.07
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.04,7.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.79,8.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.25,8.37
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.17,8.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.86,11.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.46,13.87
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.88,8.55
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.59,11.59
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.56,9.72
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.16,9.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.46,10.67
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.98,11.12
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.22,12.79
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.5,9.57
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.18,14.43
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.65,10.45
Snickers,Mars,Chocolate,Sweet,No,9.77,9.17
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.91,6.8
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.55,20.29
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.31,5.85
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.04,14.37
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.39,11.38
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.21,8.81
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.75,8.58
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.87,14.52
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,5.16,6.8
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.35,8.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.03,5.8
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.01,7.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.85,7.61
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.15,8.99
Snickers,Mars,Chocolate,Sweet,No,11.03,9.76
Snickers,Mars,Chocolate,Sweet,No,11.52,10.6
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.8,20.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.5,9.61
Snickers,Mars,Chocolate,Sweet,No,5.97,5.83
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.81,6.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.35,12.96
Snickers,Mars,Chocolate,Sweet,No,7.83,6.94
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.79,8.88
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.52,12.21
Snickers,Mars,Chocolate,Sweet,No,15.14,13.03
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.81,6.02
Snickers,Mars,Chocolate,Sweet,No,10.4,9.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.33,9.9
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.46,9.11
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.06,6.18
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.26,16.23
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.16,10.72
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.44,10.35
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.15,16.35
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.84,9.46
Snickers,Mars,Chocolate,Sweet,No,11.01,9.93
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,4.73,5.86
Snickers,Mars,Chocolate,Sweet,No,7.09,6.45
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.86,7.67
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.23,14.62
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.87,9.24
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.69,8.42
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.78,14.57
Snickers,Mars,Chocolate,Sweet,No,14.32,14.01
Snickers,Mars,Chocolate,Sweet,No,12.43,10.86
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.55,6.17
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.08,8.33
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,4.91,5.35
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.78,14.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.0,10.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.3,12.72
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.34,14.3
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.22,9.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.45,8.91
Snickers,Mars,Chocolate,Sweet,No,10.8,8.73
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.5,11.2
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.17,11.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.78,7.17
Snickers,Mars,Chocolate,Sweet,No,10.26,9.97
Snickers,Mars,Chocolate,Sweet,No,10.53,9.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.7,11.29
Snickers,Mars,Chocolate,Sweet,No,14.47,13.07
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.92,6.58
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.26,11.02
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.97,10.36
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.18,9.24
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.73,13.78
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.19,7.84
Snickers,Mars,Chocolate,Sweet,No,7.36,6.82
Snickers,Mars,Chocolate,Sweet,No,12.42,11.45
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.9,8.76
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.48,7.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.34,10.14
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.45,8.93
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.01,7.94
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.98,12.26
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.23,10.89
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.12,11.86
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.83,11.41
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.26,13.51
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.96,7.4
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.26,5.13
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.67,7.91
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.53,18.83
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.67,11.33
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.41,12.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.91,10.39
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.07,18.22
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.26,19.79
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.47,12.95
Snickers,Mars,Chocolate,Sweet,No,13.34,11.7
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.51,11.1
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.27,10.42
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.69,7.56
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.62,13.39
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.88,9.08
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.24,13.57
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.71,10.33
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.03,17.82
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.09,7.95
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.56,20.47
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.79,20.87
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.83,12.7
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.85,9.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.94,13.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.15,13.54
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.19,18.54
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.2,9.19
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.47,8.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.41,6.54
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.98,10.77
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.15,7.03
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.17,16.23
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.67,8.52
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.54,13.68
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.67,15.94
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.86,20.36
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.93,6.41
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.08,7.18
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.57,13.38
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.44,10.04
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.93,8.63
Snickers,Mars,Chocolate,Sweet,No,7.25,6.32
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.11,7.77
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.25,8.8
Snickers,Mars,Chocolate,Sweet,No,11.47,11.07
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.49,16.88
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.33,5.68
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.33,12.2
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.96,6.13
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.47,8.55
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.31,10.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.02,13.93
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.34,16.02
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.24,11.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.79,13.25
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.12,6.31
Snickers,Mars,Chocolate,Sweet,No,8.93,7.99
